Landsat Product Identifier L2;Landsat Product Identifier L1;Landsat Scene Identifier;Date Acquired;Collection Category;Collection Number;WRS Path;WRS Row;Target WRS Path;Target WRS Row;Nadir/Off Nadir;Roll Angle;Date Product Generated L2;Date Product Generated L1;Start Time;Stop Time;Station Identifier;Day/Night Indicator;Land Cloud Cover;Scene Cloud Cover L1;Ground Control Points Model;Ground Control Points Version;Geometric RMSE Model;Geometric RMSE Model X;Geometric RMSE Model Y;Processing Software Version;Sun Elevation L0RA;Sun Azimuth L0RA;TIRS SSM Model;Data Type L2;Sensor Identifier;Satellite;Product Map Projection L1;UTM Zone;Datum;Ellipsoid;Scene Center Lat DMS;Scene Center Long DMS;Corner Upper Left Lat DMS;Corner Upper Left Long DMS;Corner Upper Right Lat DMS;Corner Upper Right Long DMS;Corner Lower Left Lat DMS;Corner Lower Left Long DMS;Corner Lower Right Lat DMS;Corner Lower Right Long DMS;Scene Center Latitude;Scene Center Longitude;Corner Upper Left Latitude;Corner Upper Left Longitude;Corner Upper Right Latitude;Corner Upper Right Longitude;Corner Lower Left Latitude;Corner Lower Left Longitude;Corner Lower Right Latitude;Corner Lower Right Longitude;Display ID;Entity ID
LC08_L2SP_196028_20130511_20200913_02_T2;LC08_L1GT_196028_20130511_20200913_02_T2;LC81960282013131LGN02;11/05/2013;T2;2;196;28;196;28;NADIR;   0.000;13/09/2020;13/09/2020;2013-05-11 10:24:45.130906;2013-05-11 10:25:14.926926;LGN;DAY;  90.66;  90.66;-1;5;    0.000;    0.000;    0.000;LPGS_15.3.1c;58.62350751;147.79410330;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'47.28""N";"5°52'25.90""E";"47°02'26.99""N";"4°26'05.39""E";"46°57'52.74""N";"7°24'51.55""E";"45°03'44.17""N";"4°23'04.13""E";"44°59'28.10""N";"7°15'35.75""E"; 46.02980;   5.87386; 47.04083;   4.43483; 46.96465;   7.41432; 45.06227;   4.38448; 44.99114;   7.25993;LC08_L2SP_196028_20130511_20200913_02_T2;LC81960282013131LGN02
LC08_L2SP_196029_20130511_20200912_02_T1;LC08_L1TP_196029_20130511_20200912_02_T1;LC81960292013131LGN02;11/05/2013;T1;2;196;29;196;29;NADIR;   0.000;12/09/2020;12/09/2020;2013-05-11 10:25:09.017707;2013-05-11 10:25:38.813727;LGN;DAY;  47.28;  47.28;664;5;    4.811;    3.296;    3.504;LPGS_15.3.1c;59.65219721;145.78326846;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'30.28""N";"5°21'24.91""E";"45°36'53.93""N";"3°56'24.47""E";"45°33'14.26""N";"6°50'55.54""E";"43°37'58.37""N";"3°54'31.21""E";"43°34'33.28""N";"6°43'13.12""E"; 44.60841;   5.35692; 45.61498;   3.94013; 45.55396;   6.84876; 43.63288;   3.90867; 43.57591;   6.72031;LC08_L2SP_196029_20130511_20200912_02_T1;LC81960292013131LGN02
LC08_L2SP_199027_20130516_20200913_02_T1;LC08_L1TP_199027_20130516_20200913_02_T1;LC81990272013136LGN02;16/05/2013;T1;2;199;27;199;27;NADIR;   0.000;13/09/2020;13/09/2020;2013-05-16 10:42:57.835915;2013-05-16 10:43:27.631935;LGN;DAY;  68.67;  68.67;71;5;    9.407;    7.215;    6.036;LPGS_15.3.1c;58.69589515;148.87557187;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"47°26'56.22""N";"1°45'44.71""E";"48°26'23.35""N";"0°09'13.32""E";"48°28'28.52""N";"3°19'04.66""E";"46°23'36.17""N";"0°15'43.13""E";"46°25'32.74""N";"3°18'21.06""E"; 47.44895;   1.76242; 48.43982;   0.15370; 48.47459;   3.31796; 46.39338;   0.26198; 46.42576;   3.30585;LC08_L2SP_199027_20130516_20200913_02_T1;LC81990272013136LGN02
LC08_L2SP_199028_20130516_20200912_02_T1;LC08_L1TP_199028_20130516_20200912_02_T1;LC81990282013136LGN02;16/05/2013;T1;2;199;28;199;28;NADIR;   0.000;12/09/2020;12/09/2020;2013-05-16 10:43:21.722716;2013-05-16 10:43:51.518736;LGN;DAY;  66.05;  66.05;90;5;    8.424;    6.455;    5.414;LPGS_15.3.1c;59.73794894;146.86011824;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.49""N";"1°13'24.92""E";"47°01'01.16""N";"0°21'00.25""W";"47°03'56.52""N";"2°43'57.58""E";"44°58'05.84""N";"0°13'42.78""W";"45°00'49.18""N";"2°44'32.53""E"; 46.02958;   1.22359; 47.01699;  -0.35007; 47.06570;   2.73266; 44.96829;  -0.22855; 45.01366;   2.74237;LC08_L2SP_199028_20130516_20200912_02_T1;LC81990282013136LGN02
LC08_L2SP_195028_20130520_20200913_02_T1;LC08_L1TP_195028_20130520_20200913_02_T1;LC81950282013140LGN02;20/05/2013;T1;2;195;28;195;28;NADIR;   0.000;13/09/2020;13/09/2020;2013-05-20 10:18:40.778944;2013-05-20 10:19:10.574964;LGN;DAY;  66.68;  66.68;146;5;    7.202;    5.020;    5.164;LPGS_15.3.1c;60.51471455;146.08495658;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"46°01'46.42""N";"7°23'49.13""E";"47°00'59.94""N";"5°49'39.36""E";"47°03'38.09""N";"8°54'23.40""E";"44°58'13.08""N";"5°56'33.11""E";"45°00'40.36""N";"8°54'35.64""E"; 46.02956;   7.39698; 47.01665;   5.82760; 47.06058;   8.90650; 44.97030;   5.94253; 45.01121;   8.90990;LC08_L2SP_195028_20130520_20200913_02_T1;LC81950282013140LGN02
LC08_L2SP_195029_20130520_20200912_02_T1;LC08_L1TP_195029_20130520_20200912_02_T1;LC81950292013140LGN02;20/05/2013;T1;2;195;29;195;29;NADIR;   0.000;12/09/2020;12/09/2020;2013-05-20 10:19:04.665744;2013-05-20 10:19:34.461764;LGN;DAY;  19.49;  19.47;760;5;    6.059;    4.017;    4.536;LPGS_15.3.1c;61.51062034;143.88191203;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"44°36'29.59""N";"6°52'48.36""E";"45°35'33.25""N";"5°20'22.67""E";"45°38'57.70""N";"8°20'34.51""E";"43°32'38.47""N";"5°27'57.85""E";"43°35'48.88""N";"8°21'56.41""E"; 44.60822;   6.88010; 45.59257;   5.33963; 45.64936;   8.34292; 43.54402;   5.46607; 43.59691;   8.36567;LC08_L2SP_195029_20130520_20200912_02_T1;LC81950292013140LGN02
LC08_L2SP_195030_20130520_20200912_02_T1;LC08_L1TP_195030_20130520_20200912_02_T1;LC81950302013140LGN02;20/05/2013;T1;2;195;30;195;30;NADIR;   0.000;12/09/2020;12/09/2020;2013-05-20 10:19:28.556781;2013-05-20 10:19:58.352801;LGN;DAY;   6.67;  13.48;849;5;    5.641;    3.419;    4.487;LPGS_15.3.1c;62.46998521;141.55633866;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"43°11'05.03""N";"6°22'58.76""E";"44°09'51.34""N";"4°52'26.08""E";"44°13'57.22""N";"7°48'10.48""E";"42°06'49""N";"5°00'35.17""E";"42°10'37.96""N";"7°50'32.82""E"; 43.18473;   6.38299; 44.16426;   4.87391; 44.23256;   7.80291; 42.11361;   5.00977; 42.17721;   7.84245;LC08_L2SP_195030_20130520_20200912_02_T1;LC81950302013140LGN02
LC08_L2SP_198027_20130525_20200912_02_T2;LC08_L1GT_198027_20130525_20200912_02_T2;LC81980272013145LGN01;25/05/2013;T2;2;198;27;198;27;NADIR;   0.000;12/09/2020;12/09/2020;2013-05-25 10:36:50.988184;2013-05-25 10:37:20.784204;LGN;DAY;  90.47;  90.47;-1;5;    0.000;    0.000;    0.000;LPGS_15.3.1c;60.33718592;147.26960981;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"47°26'57.05""N";"3°17'48.16""E";"48°26'57.08""N";"1°44'07.98""E";"48°26'27.56""N";"4°52'02.39""E";"46°25'30.36""N";"1°46'59.30""E";"46°25'02.82""N";"4°47'49.45""E"; 47.44918;   3.29671; 48.44919;   1.73555; 48.44099;   4.86733; 46.42510;   1.78314; 46.41745;   4.79707;LC08_L2SP_198027_20130525_20200912_02_T2;LC81980272013145LGN01
LC08_L2SP_198028_20130525_20200912_02_T2;LC08_L1GT_198028_20130525_20200912_02_T2;LC81980282013145LGN01;25/05/2013;T2;2;198;28;198;28;NADIR;   0.000;12/09/2020;12/09/2020;2013-05-25 10:37:14.874984;2013-05-25 10:37:44.671005;LGN;DAY;  87.58;  87.58;-1;5;    0.000;    0.000;    0.000;LPGS_15.3.1c;61.34899301;145.08498697;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'47.39""N";"2°45'28.51""E";"47°01'31.15""N";"1°13'43.28""E";"47°01'54.84""N";"4°16'35.94""E";"44°59'54.53""N";"1°17'32.14""E";"45°00'16.63""N";"4°13'50.95""E"; 46.02983;   2.75792; 47.02532;   1.22869; 47.03190;   4.27665; 44.99848;   1.29226; 45.00462;   4.23082;LC08_L2SP_198028_20130525_20200912_02_T2;LC81980282013145LGN01
LC08_L2SP_198029_20130525_20200913_02_T2;LC08_L1GT_198029_20130525_20200913_02_T2;LC81980292013145LGN01;25/05/2013;T2;2;198;29;198;29;NADIR;   0.000;13/09/2020;13/09/2020;2013-05-25 10:37:38.766021;2013-05-25 10:38:08.562042;LGN;DAY;  83.73;  83.73;-1;5;    0.000;    0.000;    0.000;LPGS_15.3.1c;62.32556775;142.78123125;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'29.56""N";"2°14'27.31""E";"45°35'57.01""N";"0°44'21.95""E";"45°37'09.55""N";"3°42'47.41""E";"43°34'10.99""N";"0°49'00.41""E";"43°35'18.60""N";"3°41'19.50""E"; 44.60821;   2.24092; 45.59917;   0.73943; 45.61932;   3.71317; 43.56972;   0.81678; 43.58850;   3.68875;LC08_L2SP_198029_20130525_20200913_02_T2;LC81980292013145LGN01
LC08_L2SP_196028_20130527_20200912_02_T1;LC08_L1TP_196028_20130527_20200912_02_T1;LC81960282013147LGN01;27/05/2013;T1;2;196;28;196;28;NADIR;   0.000;12/09/2020;12/09/2020;2013-05-27 10:24:53.522125;2013-05-27 10:25:23.318145;LGN;DAY;   7.87;   7.87;704;5;    5.887;    4.223;    4.101;LPGS_15.3.1c;61.63479668;144.68425796;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'47.71""N";"5°50'50.17""E";"47°02'28.21""N";"4°24'25.92""E";"46°57'56.56""N";"7°23'12.48""E";"45°03'45.32""N";"4°21'28.12""E";"44°59'31.67""N";"7°14'00.13""E"; 46.02992;   5.84727; 47.04117;   4.40720; 46.96571;   7.38680; 45.06259;   4.35781; 44.99213;   7.23337;LC08_L2SP_196028_20130527_20200912_02_T1;LC81960282013147LGN01
LC08_L2SP_196029_20130527_20200913_02_T1;LC08_L1TP_196029_20130527_20200913_02_T1;LC81960292013147LGN01;27/05/2013;T1;2;196;29;196;29;NADIR;   0.000;13/09/2020;13/09/2020;2013-05-27 10:25:17.413162;2013-05-27 10:25:47.209182;LGN;DAY;   5.38;   5.38;1070;5;    4.572;    3.005;    3.445;LPGS_15.3.1c;62.60356575;142.34313798;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'29.63""N";"5°19'49.26""E";"45°36'54.72""N";"3°54'47.52""E";"45°33'17.53""N";"6°49'18.91""E";"43°37'59.09""N";"3°52'57.50""E";"43°34'36.34""N";"6°41'39.70""E"; 44.60823;   5.33035; 45.61520;   3.91320; 45.55487;   6.82192; 43.63308;   3.88264; 43.57676;   6.69436;LC08_L2SP_196029_20130527_20200913_02_T1;LC81960292013147LGN01
LC08_L2SP_199027_20130601_20200912_02_T1;LC08_L1TP_199027_20130601_20200912_02_T1;LC81990272013152LGN01;01/06/2013;T1;2;199;27;199;27;NADIR;   0.000;12/09/2020;12/09/2020;2013-06-01 10:43:02.058103;2013-06-01 10:43:31.854123;LGN;DAY;  37.12;  37.12;188;5;    7.441;    5.346;    5.176;LPGS_15.3.1c;61.25148235;145.98930755;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"47°26'57.01""N";"1°45'13.68""E";"48°26'22.63""N";"0°08'44.16""E";"48°28'28.60""N";"3°18'35.42""E";"46°23'35.52""N";"0°15'15.05""E";"46°25'32.81""N";"3°17'52.94""E"; 47.44917;   1.75380; 48.43962;   0.14560; 48.47461;   3.30984; 46.39320;   0.25418; 46.42578;   3.29804;LC08_L2SP_199027_20130601_20200912_02_T1;LC81990272013152LGN01
LC08_L2SP_199028_20130601_20200913_02_T1;LC08_L1TP_199028_20130601_20200912_02_T1;LC81990282013152LGN01;01/06/2013;T1;2;199;28;199;28;NADIR;   0.000;13/09/2020;12/09/2020;2013-06-01 10:43:25.944904;2013-06-01 10:43:55.740924;LGN;DAY;  73.27;  73.27;54;5;    8.072;    5.899;    5.510;LPGS_15.3.1c;62.23877367;143.69025292;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'47.24""N";"1°12'54.11""E";"47°00'59.90""N";"0°21'42.80""W";"47°03'56.41""N";"2°43'14.88""E";"44°58'04.69""N";"0°14'23.82""W";"45°00'49.07""N";"2°43'51.42""E"; 46.02979;   1.21503; 47.01664;  -0.36189; 47.06567;   2.72080; 44.96797;  -0.23995; 45.01363;   2.73095;LC08_L2SP_199028_20130601_20200913_02_T1;LC81990282013152LGN01
LC08_L2SP_197028_20130603_20200912_02_T1;LC08_L1TP_197028_20130603_20200912_02_T1;LC81970282013154LGN01;03/06/2013;T1;2;197;28;197;28;NADIR;   0.000;12/09/2020;12/09/2020;2013-06-03 10:31:04.041096;2013-06-03 10:31:33.837116;LGN;DAY;  27.45;  27.45;582;5;    6.309;    4.252;    4.661;LPGS_15.3.1c;62.43232585;143.30609639;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.24""N";"4°18'27.32""E";"47°02'00.53""N";"2°49'25.07""E";"46°59'54.31""N";"5°50'18.64""E";"45°01'48.11""N";"2°49'47.60""E";"44°59'50.35""N";"5°44'16.51""E"; 46.02951;   4.30759; 47.03348;   2.82363; 46.99842;   5.83851; 45.03003;   2.82989; 44.99732;   5.73792;LC08_L2SP_197028_20130603_20200912_02_T1;LC81970282013154LGN01
LC08_L2SP_197029_20130603_20200913_02_T1;LC08_L1TP_197029_20130603_20200913_02_T1;LC81970292013154LGN01;03/06/2013;T1;2;197;29;197;29;NADIR;   0.000;13/09/2020;13/09/2020;2013-06-03 10:31:27.923661;2013-06-03 10:31:57.719681;LGN;DAY;   3.28;   3.28;899;5;    4.909;    3.242;    3.686;LPGS_15.3.1c;63.37336230;140.84946439;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'29.84""N";"3°47'26.84""E";"45°36'31.64""N";"2°19'54.66""E";"45°35'17.16""N";"5°16'27.23""E";"43°35'58.38""N";"2°21'16.16""E";"43°34'48.94""N";"5°11'50.03""E"; 44.60829;   3.79079; 45.60879;   2.33185; 45.58810;   5.27423; 43.59955;   2.35449; 43.58026;   5.19723;LC08_L2SP_197029_20130603_20200913_02_T1;LC81970292013154LGN01
LC08_L2SP_195028_20130605_20200913_02_T1;LC08_L1TP_195028_20130605_20200913_02_T1;LC81950282013156LGN01;05/06/2013;T1;2;195;28;195;28;NADIR;   0.000;13/09/2020;13/09/2020;2013-06-05 10:18:41.980421;2013-06-05 10:19:11.776441;LGN;DAY;  25.57;  25.57;516;5;    5.368;    3.866;    3.724;LPGS_15.3.1c;62.59902793;142.93194186;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"46°01'46.38""N";"7°24'02.27""E";"47°01'00.34""N";"5°49'53.54""E";"47°03'38.09""N";"8°54'37.66""E";"44°58'13.44""N";"5°56'46.79""E";"45°00'40.39""N";"8°54'49.36""E"; 46.02955;   7.40063; 47.01676;   5.83154; 47.06058;   8.91046; 44.97040;   5.94633; 45.01122;   8.91371;LC08_L2SP_195028_20130605_20200913_02_T1;LC81950282013156LGN01
LC08_L2SP_195029_20130605_20200913_02_T1;LC08_L1TP_195029_20130605_20200913_02_T1;LC81950292013156LGN01;05/06/2013;T1;2;195;29;195;29;NADIR;   0.000;13/09/2020;13/09/2020;2013-06-05 10:19:05.867222;2013-06-05 10:19:35.663242;LGN;DAY;  46.02;  45.32;723;5;    5.174;    3.714;    3.602;LPGS_15.3.1c;63.53268726;140.44713869;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"44°36'29.16""N";"6°53'01.39""E";"45°35'24""N";"5°20'37.14""E";"45°38'48.05""N";"8°20'48.48""E";"43°32'29.18""N";"5°28'11.75""E";"43°35'39.23""N";"8°22'09.88""E"; 44.60810;   6.88372; 45.59000;   5.34365; 45.64668;   8.34680; 43.54144;   5.46993; 43.59423;   8.36941;LC08_L2SP_195029_20130605_20200913_02_T1;LC81950292013156LGN01
LC08_L2SP_195030_20130605_20200913_02_T1;LC08_L1TP_195030_20130605_20200913_02_T1;LC81950302013156LGN01;05/06/2013;T1;2;195;30;195;30;NADIR;   0.000;13/09/2020;13/09/2020;2013-06-05 10:19:29.749787;2013-06-05 10:19:59.545807;LGN;DAY;  12.40;  11.70;736;5;    5.441;    3.335;    4.299;LPGS_15.3.1c;64.42178957;137.82022538;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"43°11'05.86""N";"6°23'12.34""E";"44°09'51.80""N";"4°52'39.58""E";"44°13'57.36""N";"7°48'24.01""E";"42°06'49.43""N";"5°00'48.20""E";"42°10'38.06""N";"7°50'45.89""E"; 43.18496;   6.38676; 44.16439;   4.87766; 44.23260;   7.80667; 42.11373;   5.01339; 42.17724;   7.84608;LC08_L2SP_195030_20130605_20200913_02_T1;LC81950302013156LGN01
LC08_L2SP_198027_20130610_20200912_02_T2;LC08_L1GT_198027_20130610_20200912_02_T2;LC81980272013161LGN01;10/06/2013;T2;2;198;27;198;27;NADIR;   0.000;12/09/2020;12/09/2020;2013-06-10 10:36:48.85504;2013-06-10 10:37:18.65106;LGN;DAY;  99.99;  99.99;-1;5;    0.000;    0.000;    0.000;LPGS_15.3.1c;61.94414236;144.45869268;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"47°26'57.08""N";"3°18'47.30""E";"48°26'57.73""N";"1°45'06.37""E";"48°26'26.59""N";"4°53'00.74""E";"46°25'30.94""N";"1°47'55.50""E";"46°25'01.96""N";"4°48'45.65""E"; 47.44919;   3.31314; 48.44937;   1.75177; 48.44072;   4.88354; 46.42526;   1.79875; 46.41721;   4.81268;LC08_L2SP_198027_20130610_20200912_02_T2;LC81980272013161LGN01
LC08_L2SP_198028_20130610_20200912_02_T2;LC08_L1GT_198028_20130610_20200912_02_T2;LC81980282013161LGN01;10/06/2013;T2;2;198;28;198;28;NADIR;   0.000;12/09/2020;12/09/2020;2013-06-10 10:37:12.74184;2013-06-10 10:37:42.53786;LGN;DAY;  91.86;  91.86;-1;5;    0.000;    0.000;    0.000;LPGS_15.3.1c;62.90176722;142.05063970;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.81""N";"2°46'27.91""E";"47°01'32.02""N";"1°14'40.09""E";"47°01'54.19""N";"4°17'32.78""E";"44°59'55.36""N";"1°18'26.89""E";"45°00'16.02""N";"4°14'45.78""E"; 46.02967;   2.77442; 47.02556;   1.24447; 47.03172;   4.29244; 44.99871;   1.30747; 45.00445;   4.24605;LC08_L2SP_198028_20130610_20200912_02_T2;LC81980282013161LGN01
LC08_L2SP_198029_20130610_20200912_02_T2;LC08_L1GT_198029_20130610_20200912_02_T2;LC81980292013161LGN01;10/06/2013;T2;2;198;29;198;29;NADIR;   0.000;12/09/2020;12/09/2020;2013-06-10 10:37:36.628641;2013-06-10 10:38:06.424661;LGN;DAY;  90.89;  90.89;-1;5;    0.000;    0.000;    0.000;LPGS_15.3.1c;63.81772576;139.50825673;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'29.20""N";"2°15'26.89""E";"45°35'58.13""N";"0°45'17.28""E";"45°37'09.19""N";"3°43'42.82""E";"43°34'12""N";"0°49'53.87""E";"43°35'18.24""N";"3°42'13""E"; 44.60811;   2.25747; 45.59948;   0.75480; 45.61922;   3.72856; 43.57000;   0.83163; 43.58840;   3.70361;LC08_L2SP_198029_20130610_20200912_02_T2;LC81980292013161LGN01
LC08_L2SP_196028_20130612_20200912_02_T1;LC08_L1TP_196028_20130612_20200912_02_T1;LC81960282013163LGN01;12/06/2013;T1;2;196;28;196;28;NADIR;   0.000;12/09/2020;12/09/2020;2013-06-12 10:24:50.227669;2013-06-12 10:25:20.023689;LGN;DAY;  31.38;  31.38;483;5;    5.876;    4.038;    4.269;LPGS_15.3.1c;62.97632396;141.73097847;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.09""N";"5°52'06.35""E";"47°02'27.17""N";"4°25'51.17""E";"46°57'53.82""N";"7°24'23.26""E";"45°03'44.32""N";"4°22'50.41""E";"44°59'29.11""N";"7°15'08.42""E"; 46.02947;   5.86843; 47.04088;   4.43088; 46.96495;   7.40646; 45.06231;   4.38067; 44.99142;   7.25234;LC08_L2SP_196028_20130612_20200912_02_T1;LC81960282013163LGN01
LC08_L2SP_196029_20130612_20200912_02_T1;LC08_L1TP_196029_20130612_20200912_02_T1;LC81960292013163LGN01;12/06/2013;T1;2;196;29;196;29;NADIR;   0.000;12/09/2020;12/09/2020;2013-06-12 10:25:14.110234;2013-06-12 10:25:43.906254;LGN;DAY;   6.25;   6.25;1104;5;    4.450;    2.870;    3.401;LPGS_15.3.1c;63.88574128;139.17173629;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'29.16""N";"5°21'06.05""E";"45°36'54.04""N";"3°56'10.64""E";"45°33'14.72""N";"6°50'41.75""E";"43°37'58.48""N";"3°54'17.86""E";"43°34'33.74""N";"6°42'59.80""E"; 44.60810;   5.35168; 45.61501;   3.93629; 45.55409;   6.84493; 43.63291;   3.90496; 43.57604;   6.71661;LC08_L2SP_196029_20130612_20200912_02_T1;LC81960292013163LGN01
LC08_L2SP_197028_20130619_20200912_02_T1;LC08_L1TP_197028_20130619_20200912_02_T1;LC81970282013170LGN01;19/06/2013;T1;2;197;28;197;28;NADIR;   0.000;12/09/2020;12/09/2020;2013-06-19 10:30:57.106284;2013-06-19 10:31:26.902304;LGN;DAY;  83.26;  83.26;145;5;    5.816;    3.845;    4.363;LPGS_15.3.1c;63.03863835;140.80341493;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'47.14""N";"4°20'36.20""E";"47°02'00.71""N";"2°51'33.01""E";"46°59'51.14""N";"5°52'26.33""E";"45°01'48.25""N";"2°51'51.01""E";"44°59'47.40""N";"5°46'19.67""E"; 46.02976;   4.34339; 47.03353;   2.85917; 46.99754;   5.87398; 45.03007;   2.86417; 44.99650;   5.77213;LC08_L2SP_197028_20130619_20200912_02_T1;LC81970282013170LGN01
LC08_L2SP_197029_20130619_20200912_02_T1;LC08_L1TP_197029_20130619_20200912_02_T1;LC81970292013170LGN01;19/06/2013;T1;2;197;29;197;29;NADIR;   0.000;12/09/2020;12/09/2020;2013-06-19 10:31:20.988849;2013-06-19 10:31:50.784869;LGN;DAY;  82.82;  82.82;162;5;    5.743;    4.056;    4.066;LPGS_15.3.1c;63.92926144;138.20888923;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'29.99""N";"3°49'35.47""E";"45°36'32.44""N";"2°22'13.15""E";"45°35'14.68""N";"5°18'31.72""E";"43°36'08.86""N";"2°23'29.87""E";"43°34'56.32""N";"5°13'50.66""E"; 44.60833;   3.82652; 45.60901;   2.37032; 45.58741;   5.30881; 43.60246;   2.39163; 43.58231;   5.23074;LC08_L2SP_197029_20130619_20200912_02_T1;LC81970292013170LGN01
LC08_L2SP_195028_20130621_20200912_02_T1;LC08_L1TP_195028_20130621_20200912_02_T1;LC81950282013172LGN01;21/06/2013;T1;2;195;28;195;28;NADIR;   0.000;12/09/2020;12/09/2020;2013-06-21 10:18:34.104962;2013-06-21 10:19:03.900982;LGN;DAY;  48.18;  48.18;362;5;    6.009;    4.195;    4.303;LPGS_15.3.1c;63.00114849;140.60204424;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"46°01'46.52""N";"7°26'24.58""E";"47°01'04.26""N";"5°52'15.46""E";"47°03'38.16""N";"8°56'59.86""E";"44°58'17.11""N";"5°59'03.55""E";"45°00'40.46""N";"8°57'06.41""E"; 46.02959;   7.44016; 47.01785;   5.87096; 47.06060;   8.94996; 44.97142;   5.98432; 45.01124;   8.95178;LC08_L2SP_195028_20130621_20200912_02_T1;LC81950282013172LGN01
LC08_L2SP_195029_20130621_20200912_02_T1;LC08_L1TP_195029_20130621_20200912_02_T1;LC81950292013172LGN01;21/06/2013;T1;2;195;29;195;29;NADIR;   0.000;12/09/2020;12/09/2020;2013-06-21 10:18:57.98329;2013-06-21 10:19:27.779311;LGN;DAY;  32.09;  31.57;750;5;    5.554;    3.703;    4.139;LPGS_15.3.1c;63.88757071;138.00571390;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"44°36'30.28""N";"6°55'24.24""E";"45°35'28.82""N";"5°23'09.13""E";"45°38'48.80""N";"8°23'07.04""E";"43°32'33.68""N";"5°30'38.52""E";"43°35'39.95""N";"8°24'23.69""E"; 44.60841;   6.92340; 45.59134;   5.38587; 45.64689;   8.38529; 43.54269;   5.51070; 43.59443;   8.40658;LC08_L2SP_195029_20130621_20200912_02_T1;LC81950292013172LGN01
LC08_L2SP_195030_20130621_20200912_02_T1;LC08_L1TP_195030_20130621_20200912_02_T1;LC81950302013172LGN01;21/06/2013;T1;2;195;30;195;30;NADIR;   0.000;12/09/2020;12/09/2020;2013-06-21 10:19:21.874327;2013-06-21 10:19:51.670347;LGN;DAY;   7.99;   3.16;840;5;    5.619;    3.327;    4.528;LPGS_15.3.1c;64.72615761;135.26454257;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"43°11'04.60""N";"6°25'34.39""E";"44°09'47.45""N";"4°55'08.44""E";"44°13'49.04""N";"7°50'39.41""E";"42°06'54.40""N";"5°03'11.56""E";"42°10'39.36""N";"7°52'56.64""E"; 43.18461;   6.42622; 44.16318;   4.91901; 44.23029;   7.84428; 42.11511;   5.05321; 42.17760;   7.88240;LC08_L2SP_195030_20130621_20200912_02_T1;LC81950302013172LGN01
